dataset,year,feature,target,method,r,n
B_opportunities,2022,candles_since_prior_signal,forward_48h_return,spearman,-0.011083965263853577,213
B_opportunities,2022,return_1h,forward_48h_return,pearson,0.10927788238777054,213
B_opportunities,2022,return_1h,forward_48h_return,spearman,0.1221509980354708,213
B_opportunities,2022,return_3h,forward_48h_return,pearson,0.07661682048807572,213
B_opportunities,2022,return_3h,forward_48h_return,spearman,0.13957222438847508,213
B_opportunities,2022,return_6h,forward_48h_return,pearson,0.18949418479245292,213
B_opportunities,2022,return_6h,forward_48h_return,spearman,0.11311813749717489,213
B_opportunities,2022,return_12h,forward_48h_return,pearson,0.10383345580243122,213
B_opportunities,2022,return_12h,forward_48h_return,spearman,0.07600815614902606,213
B_opportunities,2022,return_24h,forward_48h_return,pearson,0.0613004716765145,213
B_opportunities,2022,return_24h,forward_48h_return,spearman,0.09641715572929731,213
B_opportunities,2022,return_72h,forward_48h_return,pearson,0.04614977349752839,213
B_opportunities,2022,return_72h,forward_48h_return,spearman,-0.002817646489056008,213
B_opportunities,2022,return_168h,forward_48h_return,pearson,0.13009606174065275,213
B_opportunities,2022,return_168h,forward_48h_return,spearman,0.08546943803537145,213
B_opportunities,2022,volatility_ratio_24_168,forward_48h_return,pearson,-0.040073244708474405,213
B_opportunities,2022,volatility_ratio_24_168,forward_48h_return,spearman,0.043764792954517795,213
B_opportunities,2022,natr_ratio_168,forward_48h_return,pearson,-0.10289319366550642,213
B_opportunities,2022,natr_ratio_168,forward_48h_return,spearman,0.012184551498729636,213
B_opportunities,2022,up_fraction_24,forward_48h_return,pearson,0.07386041210832457,213
B_opportunities,2022,up_fraction_24,forward_48h_return,spearman,0.05219676890827193,213
B_opportunities,2022,volume_price_interaction,forward_48h_return,pearson,0.008499265783655646,213
B_opportunities,2022,volume_price_interaction,forward_48h_return,spearman,0.10907110800936813,213
B_opportunities,2022,range_expansion_24,forward_48h_return,pearson,-0.03370609472619,213
B_opportunities,2022,range_expansion_24,forward_48h_return,spearman,0.036281700075253144,213
B_opportunities,2022,signal_density_168,forward_48h_return,pearson,0.08368046587530668,213
B_opportunities,2022,signal_density_168,forward_48h_return,spearman,0.01017529656384973,213
B_opportunities,2023,ema20_distance,net_profit_ratio,pearson,-0.18963413148076524,217
B_opportunities,2023,ema20_distance,net_profit_ratio,spearman,-0.2950107338979787,217
B_opportunities,2023,ema50_distance,net_profit_ratio,pearson,-0.20901594922639796,217
B_opportunities,2023,ema50_distance,net_profit_ratio,spearman,-0.3175390013951718,217
B_opportunities,2023,ema_gap,net_profit_ratio,pearson,-0.17983891229123952,217
B_opportunities,2023,ema_gap,net_profit_ratio,spearman,-0.2518578803722337,217
B_opportunities,2023,ema20_slope_6,net_profit_ratio,pearson,-0.15120960884989354,217
B_opportunities,2023,ema20_slope_6,net_profit_ratio,spearman,-0.20860990149241115,217
B_opportunities,2023,ema50_slope_6,net_profit_ratio,pearson,-0.18133246175406056,217
B_opportunities,2023,ema50_slope_6,net_profit_ratio,spearman,-0.23366897316290627,217
B_opportunities,2023,trend_efficiency_20,net_profit_ratio,pearson,-0.10034805654925867,217
B_opportunities,2023,trend_efficiency_20,net_profit_ratio,spearman,-0.14384480239762867,217
B_opportunities,2023,range_ratio,net_profit_ratio,pearson,-0.14012420805403103,217
B_opportunities,2023,range_ratio,net_profit_ratio,spearman,-0.24512394481320202,217
B_opportunities,2023,body_to_range,net_profit_ratio,pearson,-0.14900978971780401,217
B_opportunities,2023,body_to_range,net_profit_ratio,spearman,-0.1323087980383038,217
B_opportunities,2023,close_location,net_profit_ratio,pearson,-0.06314703689873352,217
B_opportunities,2023,close_location,net_profit_ratio,spearman,-0.08573148210674902,217
B_opportunities,2023,natr14,net_profit_ratio,pearson,-0.042857609502803526,217
B_opportunities,2023,natr14,net_profit_ratio,spearman,-0.15982233872142132,217
B_opportunities,2023,return_std_24,net_profit_ratio,pearson,-0.0946686890539039,217
B_opportunities,2023,return_std_24,net_profit_ratio,spearman,-0.20883420942610054,217
B_opportunities,2023,return_std_168,net_profit_ratio,pearson,-0.10570679284742956,217
B_opportunities,2023,return_std_168,net_profit_ratio,spearman,-0.1731833406145333,217
B_opportunities,2023,volatility_percentile_720,net_profit_ratio,pearson,-0.00638648498588896,217
B_opportunities,2023,volatility_percentile_720,net_profit_ratio,spearman,-0.07269386575744435,217
B_opportunities,2023,rsi14,net_profit_ratio,pearson,-0.15640718682916058,217
B_opportunities,2023,rsi14,net_profit_ratio,spearman,-0.26784950934107493,217
B_opportunities,2023,macd_ratio,net_profit_ratio,pearson,-0.16832114026690537,217
B_opportunities,2023,macd_ratio,net_profit_ratio,spearman,-0.2179040009019293,217
B_opportunities,2023,macd_signal_ratio,net_profit_ratio,pearson,-0.15593611585072095,217
B_opportunities,2023,macd_signal_ratio,net_profit_ratio,spearman,-0.16352870436918973,217
B_opportunities,2023,relative_volume_24,net_profit_ratio,pearson,-0.14784237963932637,217
B_opportunities,2023,relative_volume_24,net_profit_ratio,spearman,-0.21857222715464802,217
B_opportunities,2023,volume_zscore_24,net_profit_ratio,pearson,-0.1421505094716371,217
B_opportunities,2023,volume_zscore_24,net_profit_ratio,spearman,-0.18813211384978182,217
B_opportunities,2023,volume_trend_24_168,net_profit_ratio,pearson,0.04187685860991101,217
B_opportunities,2023,volume_trend_24_168,net_profit_ratio,spearman,-0.03905071942952973,217
B_opportunities,2023,regime_duration,net_profit_ratio,pearson,-0.08303653613162941,217
B_opportunities,2023,regime_duration,net_profit_ratio,spearman,-0.007044052341176647,217
B_opportunities,2023,regime_transition,net_profit_ratio,pearson,-0.09648174322173514,217
B_opportunities,2023,regime_transition,net_profit_ratio,spearman,-0.1492225631961687,217
B_opportunities,2023,hour_of_day,net_profit_ratio,pearson,-0.12251910818258754,217
B_opportunities,2023,hour_of_day,net_profit_ratio,spearman,-0.14384244893332757,217
B_opportunities,2023,day_of_week,net_profit_ratio,pearson,0.02940420722758729,217
B_opportunities,2023,day_of_week,net_profit_ratio,spearman,0.034380871168193876,217
B_opportunities,2023,distance_high_24,net_profit_ratio,pearson,-0.12897892459216276,217
B_opportunities,2023,distance_high_24,net_profit_ratio,spearman,-0.10001785068372818,217
B_opportunities,2023,distance_low_24,net_profit_ratio,pearson,-0.1900947050698252,217
B_opportunities,2023,distance_low_24,net_profit_ratio,spearman,-0.2506306458659226,217
B_opportunities,2023,distance_high_168,net_profit_ratio,pearson,-0.1955060042006955,217
B_opportunities,2023,distance_high_168,net_profit_ratio,spearman,-0.22654514109086468,217
B_opportunities,2023,distance_low_168,net_profit_ratio,pearson,-0.13511519070031466,217
B_opportunities,2023,distance_low_168,net_profit_ratio,spearman,-0.2526271039144671,217
B_opportunities,2023,candles_since_prior_signal,net_profit_ratio,pearson,0.08366993004606942,217
B_opportunities,2023,candles_since_prior_signal,net_profit_ratio,spearman,0.0567784628632571,217
B_opportunities,2023,return_1h,net_profit_ratio,pearson,-0.1839499914743086,217
B_opportunities,2023,return_1h,net_profit_ratio,spearman,-0.20676846253940068,217
B_opportunities,2023,return_3h,net_profit_ratio,pearson,-0.15098316299309397,217
B_opportunities,2023,return_3h,net_profit_ratio,spearman,-0.23286451800805158,217
B_opportunities,2023,return_6h,net_profit_ratio,pearson,-0.138051349620366,217
B_opportunities,2023,return_6h,net_profit_ratio,spearman,-0.21302324816678178,217
B_opportunities,2023,return_12h,net_profit_ratio,pearson,-0.22441335772661758,217
B_opportunities,2023,return_12h,net_profit_ratio,spearman,-0.30218154145351545,217
B_opportunities,2023,return_24h,net_profit_ratio,pearson,-0.13165894404375522,217
B_opportunities,2023,return_24h,net_profit_ratio,spearman,-0.19964110730609694,217
B_opportunities,2023,return_72h,net_profit_ratio,pearson,-0.18161476067506938,217
B_opportunities,2023,return_72h,net_profit_ratio,spearman,-0.24209167735358916,217
B_opportunities,2023,return_168h,net_profit_ratio,pearson,-0.17197139742233655,217
B_opportunities,2023,return_168h,net_profit_ratio,spearman,-0.24534003203727975,217
B_opportunities,2023,volatility_ratio_24_168,net_profit_ratio,pearson,-0.026084741027136586,217
B_opportunities,2023,volatility_ratio_24_168,net_profit_ratio,spearman,-0.11359963734926744,217
B_opportunities,2023,natr_ratio_168,net_profit_ratio,pearson,0.03445137261284677,217
B_opportunities,2023,natr_ratio_168,net_profit_ratio,spearman,-0.07119017084983346,217
B_opportunities,2023,up_fraction_24,net_profit_ratio,pearson,-0.003078653528917003,217
B_opportunities,2023,up_fraction_24,net_profit_ratio,spearman,-0.02864512838612974,217
B_opportunities,2023,volume_price_interaction,net_profit_ratio,pearson,-0.09950599671645344,217
B_opportunities,2023,volume_price_interaction,net_profit_ratio,spearman,-0.23237949614096406,217
B_opportunities,2023,range_expansion_24,net_profit_ratio,pearson,-0.13405494243423585,217
B_opportunities,2023,range_expansion_24,net_profit_ratio,spearman,-0.17921969024366183,217
B_opportunities,2023,signal_density_168,net_profit_ratio,pearson,0.0089960564051315,217
B_opportunities,2023,signal_density_168,net_profit_ratio,spearman,0.04735697906070373,217
B_opportunities,2023,ema20_distance,profitable_after_fees,pearson,-0.11553978405752939,217
B_opportunities,2023,ema20_distance,profitable_after_fees,spearman,-0.07738365049546554,217
B_opportunities,2023,ema50_distance,profitable_after_fees,pearson,-0.1379040113434033,217
B_opportunities,2023,ema50_distance,profitable_after_fees,spearman,-0.1022958921036637,217
B_opportunities,2023,ema_gap,profitable_after_fees,pearson,-0.14351628788099613,217
B_opportunities,2023,ema_gap,profitable_after_fees,spearman,-0.12160287935001725,217
B_opportunities,2023,ema20_slope_6,profitable_after_fees,pearson,-0.0441590808482818,217
B_opportunities,2023,ema20_slope_6,profitable_after_fees,spearman,-0.01868418120614862,217
B_opportunities,2023,ema50_slope_6,profitable_after_fees,pearson,-0.09552229813250059,217
B_opportunities,2023,ema50_slope_6,profitable_after_fees,spearman,-0.06368191761095654,217
B_opportunities,2023,trend_efficiency_20,profitable_after_fees,pearson,0.025376297793658197,217
B_opportunities,2023,trend_efficiency_20,profitable_after_fees,spearman,0.05262711039731861,217
B_opportunities,2023,range_ratio,profitable_after_fees,pearson,-0.10776957548588834,217
B_opportunities,2023,range_ratio,profitable_after_fees,spearman,-0.04904597566614013,217
B_opportunities,2023,body_to_range,profitable_after_fees,pearson,-0.1513759279865359,217
B_opportunities,2023,body_to_range,profitable_after_fees,spearman,-0.1516532707899063,217
B_opportunities,2023,close_location,profitable_after_fees,pearson,-0.09632274766320571,217
B_opportunities,2023,close_location,profitable_after_fees,spearman,-0.09630144051429174,217
B_opportunities,2023,natr14,profitable_after_fees,pearson,0.0753476894952103,217
B_opportunities,2023,natr14,profitable_after_fees,spearman,0.06850866442254494,217
B_opportunities,2023,return_std_24,profitable_after_fees,pearson,0.020714886339982606,217
B_opportunities,2023,return_std_24,profitable_after_fees,spearman,0.031607406540401416,217
B_opportunities,2023,return_std_168,profitable_after_fees,pearson,0.02184486500985595,217
B_opportunities,2023,return_std_168,profitable_after_fees,spearman,0.0029583286909735315,217
B_opportunities,2023,volatility_percentile_720,profitable_after_fees,pearson,0.0696665847242997,217
B_opportunities,2023,volatility_percentile_720,profitable_after_fees,spearman,0.07785315509329045,217
B_opportunities,2023,rsi14,profitable_after_fees,pearson,-0.0944944196917699,217
B_opportunities,2023,rsi14,profitable_after_fees,spearman,-0.08096478522664402,217
B_opportunities,2023,macd_ratio,profitable_after_fees,pearson,-0.04491791983815292,217
B_opportunities,2023,macd_ratio,profitable_after_fees,spearman,0.002179821140717339,217
B_opportunities,2023,macd_signal_ratio,profitable_after_fees,pearson,-0.027315603129785065,217
B_opportunities,2023,macd_signal_ratio,profitable_after_fees,spearman,0.0331644216409138,217
B_opportunities,2023,relative_volume_24,profitable_after_fees,pearson,-0.1422296979432754,217
B_opportunities,2023,relative_volume_24,profitable_after_fees,spearman,-0.11880025216909497,217
B_opportunities,2023,volume_zscore_24,profitable_after_fees,pearson,-0.12747223225365487,217
B_opportunities,2023,volume_zscore_24,profitable_after_fees,spearman,-0.08454591995782251,217
B_opportunities,2023,volume_trend_24_168,profitable_after_fees,pearson,0.09794455825500407,217
B_opportunities,2023,volume_trend_24_168,profitable_after_fees,spearman,0.09373230905084556,217
B_opportunities,2023,regime_duration,profitable_after_fees,pearson,-0.13241500992710195,217
B_opportunities,2023,regime_duration,profitable_after_fees,spearman,-0.09742346848280527,217
B_opportunities,2023,regime_transition,profitable_after_fees,pearson,-0.04129506201330188,217
B_opportunities,2023,regime_transition,profitable_after_fees,spearman,-0.04129506201330192,217
B_opportunities,2023,hour_of_day,profitable_after_fees,pearson,-0.09428148943674616,217
B_opportunities,2023,hour_of_day,profitable_after_fees,spearman,-0.08971792127182172,217
B_opportunities,2023,day_of_week,profitable_after_fees,pearson,-0.019950829397842106,217
B_opportunities,2023,day_of_week,profitable_after_fees,spearman,-0.030916778393092464,217
B_opportunities,2023,distance_high_24,profitable_after_fees,pearson,-0.15260344237802623,217
B_opportunities,2023,distance_high_24,profitable_after_fees,spearman,-0.16115106290303183,217
B_opportunities,2023,distance_low_24,profitable_after_fees,pearson,-0.04800603497972336,217
B_opportunities,2023,distance_low_24,profitable_after_fees,spearman,0.0012456120804099078,217
B_opportunities,2023,distance_high_168,profitable_after_fees,pearson,-0.17305389592978818,217
B_opportunities,2023,distance_high_168,profitable_after_fees,spearman,-0.17158306407646481,217
B_opportunities,2023,distance_low_168,profitable_after_fees,pearson,-0.08690833105758063,217
B_opportunities,2023,distance_low_168,profitable_after_fees,spearman,-0.0663288432818276,217
B_opportunities,2023,candles_since_prior_signal,profitable_after_fees,pearson,0.10576713659625399,217
B_opportunities,2023,candles_since_prior_signal,profitable_after_fees,spearman,0.06493332547130662,217
B_opportunities,2023,return_1h,profitable_after_fees,pearson,-0.16098746321453228,217
B_opportunities,2023,return_1h,profitable_after_fees,spearman,-0.14417959830744684,217
B_opportunities,2023,return_3h,profitable_after_fees,pearson,-0.13739169998630338,217
B_opportunities,2023,return_3h,profitable_after_fees,spearman,-0.1192673566992487,217
B_opportunities,2023,return_6h,profitable_after_fees,pearson,-0.1019168580401068,217
B_opportunities,2023,return_6h,profitable_after_fees,spearman,-0.1091467585459182,217
B_opportunities,2023,return_12h,profitable_after_fees,pearson,-0.15047695780874457,217
B_opportunities,2023,return_12h,profitable_after_fees,spearman,-0.13359189562396262,217
B_opportunities,2023,return_24h,profitable_after_fees,pearson,0.008155910801940407,217
B_opportunities,2023,return_24h,profitable_after_fees,spearman,0.05869946928931691,217
B_opportunities,2023,return_72h,profitable_after_fees,pearson,-0.18040249030829264,217
B_opportunities,2023,return_72h,profitable_after_fees,spearman,-0.15601291307134096,217
B_opportunities,2023,return_168h,profitable_after_fees,pearson,-0.14461526686972254,217
B_opportunities,2023,return_168h,profitable_after_fees,spearman,-0.15367739042057238,217
B_opportunities,2023,volatility_ratio_24_168,profitable_after_fees,pearson,0.04200087996472741,217
B_opportunities,2023,volatility_ratio_24_168,profitable_after_fees,spearman,0.05402842398777976,217
B_opportunities,2023,natr_ratio_168,profitable_after_fees,pearson,0.08647222284698196,217
B_opportunities,2023,natr_ratio_168,profitable_after_fees,spearman,0.07006567952305733,217
B_opportunities,2023,up_fraction_24,profitable_after_fees,pearson,0.022545206188407815,217
B_opportunities,2023,up_fraction_24,profitable_after_fees,spearman,0.03782418676995263,217
B_opportunities,2023,volume_price_interaction,profitable_after_fees,pearson,-0.10480909648251986,217
B_opportunities,2023,volume_price_interaction,profitable_after_fees,spearman,-0.17127166105636238,217
B_opportunities,2023,range_expansion_24,profitable_after_fees,pearson,-0.1359697160924992,217
B_opportunities,2023,range_expansion_24,profitable_after_fees,spearman,-0.09840335435238273,217
B_opportunities,2023,signal_density_168,profitable_after_fees,pearson,0.0012976448356478156,217
B_opportunities,2023,signal_density_168,profitable_after_fees,spearman,0.019029439617296567,217
B_opportunities,2023,ema20_distance,return_above_0_5_percent,pearson,-0.07152283952690919,217
B_opportunities,2023,ema20_distance,return_above_0_5_percent,spearman,0.01280010896922284,217
B_opportunities,2023,ema50_distance,return_above_0_5_percent,pearson,-0.08882979606534083,217
B_opportunities,2023,ema50_distance,return_above_0_5_percent,spearman,-0.02343916058000546,217
B_opportunities,2023,ema_gap,return_above_0_5_percent,pearson,-0.09884344674173723,217
B_opportunities,2023,ema_gap,return_above_0_5_percent,spearman,-0.060177135673489195,217
B_opportunities,2023,ema20_slope_6,return_above_0_5_percent,pearson,-0.009478620177868977,217
B_opportunities,2023,ema20_slope_6,return_above_0_5_percent,spearman,0.042389971261712,217
B_opportunities,2023,ema50_slope_6,return_above_0_5_percent,pearson,-0.052752214557547444,217
B_opportunities,2023,ema50_slope_6,return_above_0_5_percent,spearman,-0.002493527721277176,217
B_opportunities,2023,trend_efficiency_20,return_above_0_5_percent,pearson,0.030185852637128488,217
B_opportunities,2023,trend_efficiency_20,return_above_0_5_percent,spearman,0.05419266914242397,217
B_opportunities,2023,range_ratio,return_above_0_5_percent,pearson,-0.05177233433208806,217
B_opportunities,2023,range_ratio,return_above_0_5_percent,spearman,0.015293636690500016,217
B_opportunities,2023,body_to_range,return_above_0_5_percent,pearson,-0.1302924010100643,217
B_opportunities,2023,body_to_range,return_above_0_5_percent,spearman,-0.13248943959052734,217
B_opportunities,2023,close_location,return_above_0_5_percent,pearson,-0.06779743067268615,217
B_opportunities,2023,close_location,return_above_0_5_percent,spearman,-0.06657722925183127,217
B_opportunities,2023,natr14,return_above_0_5_percent,pearson,0.11920001636611512,217
B_opportunities,2023,natr14,return_above_0_5_percent,spearman,0.11021392528045122,217
B_opportunities,2023,return_std_24,return_above_0_5_percent,pearson,0.056888306081030744,217
B_opportunities,2023,return_std_24,return_above_0_5_percent,spearman,0.07064995210285334,217
B_opportunities,2023,return_std_168,return_above_0_5_percent,pearson,0.012840720558203714,217
B_opportunities,2023,return_std_168,return_above_0_5_percent,spearman,-0.002493527721277176,217
B_opportunities,2023,volatility_percentile_720,return_above_0_5_percent,pearson,0.1045871392079062,217
B_opportunities,2023,volatility_percentile_720,return_above_0_5_percent,spearman,0.11054980368769653,217
B_opportunities,2023,rsi14,return_above_0_5_percent,pearson,-0.0246564215076857,217
B_opportunities,2023,rsi14,return_above_0_5_percent,spearman,-0.0019948221770217413,217
B_opportunities,2023,macd_ratio,return_above_0_5_percent,pearson,-0.004126166027397229,217
B_opportunities,2023,macd_ratio,return_above_0_5_percent,spearman,0.06499795593462507,217
B_opportunities,2023,macd_signal_ratio,return_above_0_5_percent,pearson,0.008222143622608882,217
B_opportunities,2023,macd_signal_ratio,return_above_0_5_percent,spearman,0.077133124178174,217
B_opportunities,2023,relative_volume_24,return_above_0_5_percent,pearson,-0.09335662671714362,217
B_opportunities,2023,relative_volume_24,return_above_0_5_percent,spearman,-0.0671590132930653,217
B_opportunities,2023,volume_zscore_24,return_above_0_5_percent,pearson,-0.06650635669352382,217
B_opportunities,2023,volume_zscore_24,return_above_0_5_percent,spearman,-0.04521596934582613,217
B_opportunities,2023,volume_trend_24_168,return_above_0_5_percent,pearson,0.13807637406847578,217
B_opportunities,2023,volume_trend_24_168,return_above_0_5_percent,spearman,0.13381932104187516,217
B_opportunities,2023,regime_duration,return_above_0_5_percent,pearson,-0.1363303074462459,217
B_opportunities,2023,regime_duration,return_above_0_5_percent,spearman,-0.1040144565863684,217
B_opportunities,2023,regime_transition,return_above_0_5_percent,pearson,-0.04609283226190551,217
B_opportunities,2023,regime_transition,return_above_0_5_percent,spearman,-0.04609283226190552,217
B_opportunities,2023,hour_of_day,return_above_0_5_percent,pearson,-0.06996323939607549,217
B_opportunities,2023,hour_of_day,return_above_0_5_percent,spearman,-0.0619165759886998,217
B_opportunities,2023,day_of_week,return_above_0_5_percent,pearson,-0.011324644030455197,217
B_opportunities,2023,day_of_week,return_above_0_5_percent,spearman,-0.01978819336082645,217
B_opportunities,2023,distance_high_24,return_above_0_5_percent,pearson,-0.15220156764238807,217
B_opportunities,2023,distance_high_24,return_above_0_5_percent,spearman,-0.13232320440910883,217
B_opportunities,2023,distance_low_24,return_above_0_5_percent,pearson,-0.017722475958742972,217
B_opportunities,2023,distance_low_24,return_above_0_5_percent,spearman,0.04770949706710331,217
B_opportunities,2023,distance_high_168,return_above_0_5_percent,pearson,-0.11095402092738113,217
B_opportunities,2023,distance_high_168,return_above_0_5_percent,spearman,-0.11220874745747296,217
B_opportunities,2023,distance_low_168,return_above_0_5_percent,pearson,-0.07374686050345082,217
B_opportunities,2023,distance_low_168,return_above_0_5_percent,spearman,-0.03191715483234786,217
B_opportunities,2023,candles_since_prior_signal,return_above_0_5_percent,pearson,0.04903463422840121,217
B_opportunities,2023,candles_since_prior_signal,return_above_0_5_percent,spearman,0.01970062742491304,217
B_opportunities,2023,return_1h,return_above_0_5_percent,pearson,-0.1347925323467874,217
B_opportunities,2023,return_1h,return_above_0_5_percent,spearman,-0.1025671069352012,217
B_opportunities,2023,return_3h,return_above_0_5_percent,pearson,-0.08836104128764473,217
B_opportunities,2023,return_3h,return_above_0_5_percent,spearman,-0.04106008981036418,217
B_opportunities,2023,return_6h,return_above_0_5_percent,pearson,-0.0829123088765939,217
B_opportunities,2023,return_6h,return_above_0_5_percent,spearman,-0.053527728416750055,217
B_opportunities,2023,return_12h,return_above_0_5_percent,pearson,-0.08469869203051741,217
B_opportunities,2023,return_12h,return_above_0_5_percent,spearman,-0.04222373608029353,217
B_opportunities,2023,return_24h,return_above_0_5_percent,pearson,0.05084725396794548,217
B_opportunities,2023,return_24h,return_above_0_5_percent,spearman,0.11702956771860883,217
B_opportunities,2023,return_72h,return_above_0_5_percent,pearson,-0.13732808163142998,217
B_opportunities,2023,return_72h,return_above_0_5_percent,spearman,-0.10805286792201099,217
B_opportunities,2023,return_168h,return_above_0_5_percent,pearson,-0.10581559721794544,217
B_opportunities,2023,return_168h,return_above_0_5_percent,spearman,-0.09758005149264685,217
B_opportunities,2023,volatility_ratio_24_168,return_above_0_5_percent,pearson,0.08852293670207896,217
B_opportunities,2023,volatility_ratio_24_168,return_above_0_5_percent,spearman,0.09807875703690228,217
B_opportunities,2023,natr_ratio_168,return_above_0_5_percent,pearson,0.14025223636068576,217
B_opportunities,2023,natr_ratio_168,return_above_0_5_percent,spearman,0.12434391570102188,217
B_opportunities,2023,up_fraction_24,return_above_0_5_percent,pearson,0.08098705711513927,217
B_opportunities,2023,up_fraction_24,return_above_0_5_percent,spearman,0.10472516109756964,217
B_opportunities,2023,volume_price_interaction,return_above_0_5_percent,pearson,-0.08681782908065826,217
B_opportunities,2023,volume_price_interaction,return_above_0_5_percent,spearman,-0.13082708777634253,217
B_opportunities,2023,range_expansion_24,return_above_0_5_percent,pearson,-0.08822617727472348,217
B_opportunities,2023,range_expansion_24,return_above_0_5_percent,spearman,-0.04022891390327178,217
B_opportunities,2023,signal_density_168,return_above_0_5_percent,pearson,0.06271754855562196,217
B_opportunities,2023,signal_density_168,return_above_0_5_percent,spearman,0.07738065233653663,217
B_opportunities,2023,ema20_distance,return_above_1_percent,pearson,-0.039437109969452905,217
B_opportunities,2023,ema20_distance,return_above_1_percent,spearman,0.026610214749293308,217
B_opportunities,2023,ema50_distance,return_above_1_percent,pearson,-0.05008954997494332,217
B_opportunities,2023,ema50_distance,return_above_1_percent,spearman,0.0017859204529727052,217
B_opportunities,2023,ema_gap,return_above_1_percent,pearson,-0.05729486314709791,217
B_opportunities,2023,ema_gap,return_above_1_percent,spearman,-0.011072706808430772,217
B_opportunities,2023,ema20_slope_6,return_above_1_percent,pearson,0.009899704673660501,217
B_opportunities,2023,ema20_slope_6,return_above_1_percent,spearman,0.03857588178421044,217
B_opportunities,2023,ema50_slope_6,return_above_1_percent,pearson,-0.021407808123017225,217
B_opportunities,2023,ema50_slope_6,return_above_1_percent,spearman,0.020895269299780653,217
B_opportunities,2023,trend_efficiency_20,return_above_1_percent,pearson,-0.007909189956663556,217
B_opportunities,2023,trend_efficiency_20,return_above_1_percent,spearman,0.007500865902485363,217
B_opportunities,2023,range_ratio,return_above_1_percent,pearson,-0.04076865026498305,217
B_opportunities,2023,range_ratio,return_above_1_percent,spearman,0.009108194310160796,217
B_opportunities,2023,body_to_range,return_above_1_percent,pearson,-0.1316387755210363,217
B_opportunities,2023,body_to_range,return_above_1_percent,spearman,-0.13322966579176382,217
B_opportunities,2023,close_location,return_above_1_percent,pearson,-0.05123561435454496,217
B_opportunities,2023,close_location,return_above_1_percent,spearman,-0.05054157849682485,217
B_opportunities,2023,natr14,return_above_1_percent,pearson,0.11939444137106286,217
B_opportunities,2023,natr14,return_above_1_percent,spearman,0.11287017262787497,217
B_opportunities,2023,return_std_24,return_above_1_percent,pearson,0.06042745839837841,217
B_opportunities,2023,return_std_24,return_above_1_percent,spearman,0.07072244993771913,217
B_opportunities,2023,return_std_168,return_above_1_percent,pearson,0.010906185128643702,217
B_opportunities,2023,return_std_168,return_above_1_percent,spearman,0.00035718409059454107,217
B_opportunities,2023,volatility_percentile_720,return_above_1_percent,pearson,0.11633427892685304,217
B_opportunities,2023,volatility_percentile_720,return_above_1_percent,spearman,0.1200175543572816,217
B_opportunities,2023,rsi14,return_above_1_percent,pearson,-0.005615137358504324,217
B_opportunities,2023,rsi14,return_above_1_percent,spearman,0.007143681811890821,217
B_opportunities,2023,macd_ratio,return_above_1_percent,pearson,0.014079967356335312,217
B_opportunities,2023,macd_ratio,return_above_1_percent,spearman,0.06893652948474642,217
B_opportunities,2023,macd_signal_ratio,return_above_1_percent,pearson,0.018488899573610287,217
B_opportunities,2023,macd_signal_ratio,return_above_1_percent,spearman,0.09233208741868885,217
B_opportunities,2023,relative_volume_24,return_above_1_percent,pearson,-0.09106206936065876,217
B_opportunities,2023,relative_volume_24,return_above_1_percent,spearman,-0.060364111310477434,217
B_opportunities,2023,volume_zscore_24,return_above_1_percent,pearson,-0.0671461760936851,217
B_opportunities,2023,volume_zscore_24,return_above_1_percent,spearman,-0.04339786700723674,217
B_opportunities,2023,volume_trend_24_168,return_above_1_percent,pearson,0.14548263948822338,217
B_opportunities,2023,volume_trend_24_168,return_above_1_percent,spearman,0.13251529761057473,217
B_opportunities,2023,regime_duration,return_above_1_percent,pearson,-0.10683251054527078,217
B_opportunities,2023,regime_duration,return_above_1_percent,spearman,-0.07390102851510365,217
B_opportunities,2023,regime_transition,return_above_1_percent,pearson,-0.06889611079984796,217
B_opportunities,2023,regime_transition,return_above_1_percent,spearman,-0.06889611079984792,217
B_opportunities,2023,hour_of_day,return_above_1_percent,pearson,-0.06054722065974347,217
B_opportunities,2023,hour_of_day,return_above_1_percent,spearman,-0.04908462867080344,217
B_opportunities,2023,day_of_week,return_above_1_percent,pearson,-0.024907487786143344,217
B_opportunities,2023,day_of_week,return_above_1_percent,spearman,-0.035462024006111585,217
B_opportunities,2023,distance_high_24,return_above_1_percent,pearson,-0.13256328282482488,217
B_opportunities,2023,distance_high_24,return_above_1_percent,spearman,-0.13840883510538465,217
B_opportunities,2023,distance_low_24,return_above_1_percent,pearson,-0.00530430157994726,217
B_opportunities,2023,distance_low_24,return_above_1_percent,spearman,0.04625533973199307,217
B_opportunities,2023,distance_high_168,return_above_1_percent,pearson,-0.09535576715854846,217
B_opportunities,2023,distance_high_168,return_above_1_percent,spearman,-0.08911743060333799,217
B_opportunities,2023,distance_low_168,return_above_1_percent,pearson,-0.022120297011846257,217
B_opportunities,2023,distance_low_168,return_above_1_percent,spearman,0.016787652257943427,217
B_opportunities,2023,candles_since_prior_signal,return_above_1_percent,pearson,0.07561419218884452,217
B_opportunities,2023,candles_since_prior_signal,return_above_1_percent,spearman,0.03956166920516073,217
B_opportunities,2023,return_1h,return_above_1_percent,pearson,-0.130686434798561,217
B_opportunities,2023,return_1h,return_above_1_percent,spearman,-0.10465493854420052,217
