target,feature_set,model,split,threshold,trades,retained_pct,win_rate_pct,net_profit_usdt,return_pct,average_trade_pct,profit_factor,expectancy_usdt,closed_subset_drawdown_pct,btc_profit_usdt,eth_profit_usdt,regime_counts
profitable_after_fees,B_reduced,logistic,validation,0.55,26,12.682926829268293,23.076923076923077,-28.61710492,-2.861710492,-1.1021731504477421,0.2866064505238022,-1.1006578815384616,2.861710491999997,-13.13206625,-15.485038669999998,"{'RANGE': 21, 'TREND_DOWN': 2, 'TREND_UP': 2, 'HIGH_VOLATILITY': 1}"
profitable_after_fees,B_reduced,logistic,validation,0.6,21,10.24390243902439,23.809523809523807,-23.888628540000003,-2.388862854,-1.1382980221742172,0.213954332241828,-1.1375537400000002,2.388862854000001,-6.44397972,-17.444648819999998,"{'RANGE': 18, 'TREND_DOWN': 2, 'HIGH_VOLATILITY': 1}"
profitable_after_fees,B_reduced,logistic,validation,0.65,12,5.853658536585367,25.0,-15.17875903,-1.517875903,-1.2651247004027735,0.27986369134267597,-1.2648965858333334,1.5560688878085376,-2.25255258,-12.92620645,"{'RANGE': 11, 'HIGH_VOLATILITY': 1}"
profitable_after_fees,B_reduced,logistic,validation,0.7,8,3.902439024390244,37.5,-8.611765160000001,-0.8611765160000001,-1.0756753672766814,0.40652006061381696,-1.0764706450000001,1.2388201318495917,-0.00235663999999991,-8.60940852,"{'RANGE': 7, 'HIGH_VOLATILITY': 1}"
profitable_after_fees,B_reduced,forest,development_oof,unfiltered,166,100.0,31.92771084337349,-7.420845229999996,-0.7420845229999996,-0.044855654672136896,0.9503796747445725,-0.044703886927710816,4.643765806825128,-18.820491420000003,11.399646189999997,"{'RANGE': 100, 'TREND_UP': 34, 'LOW_VOLATILITY': 30, 'TREND_DOWN': 2}"
profitable_after_fees,B_reduced,forest,development_oof,0.5,28,16.867469879518072,32.142857142857146,3.2372049900000004,0.32372049900000005,0.1153759565599366,1.1653411382906298,0.11561446392857144,1.1151048749999972,-1.3041569199999998,4.54136191,"{'RANGE': 24, 'LOW_VOLATILITY': 3, 'TREND_DOWN': 1}"
profitable_after_fees,B_reduced,forest,development_oof,0.55,12,7.228915662650602,33.33333333333333,6.799423200000001,0.6799423200000001,0.5664147435143732,2.3431389556778046,0.5666186000000001,0.46552070200000345,-2.3803604599999995,9.17978366,"{'RANGE': 11, 'LOW_VOLATILITY': 1}"
profitable_after_fees,B_reduced,forest,development_oof,0.6,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,forest,development_oof,0.65,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,forest,development_oof,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,forest,validation,unfiltered,205,100.0,35.609756097560975,-43.44493954,-4.344493954,-0.2122602899606429,0.8419374082338118,-0.2119265343414634,9.155218251418917,-2.2830576500000026,-41.16188188999999,"{'RANGE': 146, 'TREND_UP': 43, 'HIGH_VOLATILITY': 8, 'LOW_VOLATILITY': 5, 'TREND_DOWN': 3}"
profitable_after_fees,B_reduced,forest,validation,0.5,6,2.9268292682926833,50.0,1.8230879599999992,0.1823087959999999,0.30235365651766344,1.4472987636716448,0.3038479933333332,0.38257114564858397,0.6678533,1.1552346599999996,"{'RANGE': 4, 'TREND_DOWN': 1, 'TREND_UP': 1}"
profitable_after_fees,B_reduced,forest,validation,0.55,1,0.4878048780487805,0.0,-0.81125763,-0.08112576299999999,-0.8128650662139374,0.0,-0.81125763,0.081125763,0.0,-0.81125763,{'TREND_DOWN': 1}
profitable_after_fees,B_reduced,forest,validation,0.6,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,forest,validation,0.65,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,forest,validation,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,hist_gradient,development_oof,unfiltered,166,100.0,31.92771084337349,-7.420845229999996,-0.7420845229999996,-0.044855654672136896,0.9503796747445725,-0.044703886927710816,4.643765806825128,-18.820491420000003,11.399646189999997,"{'RANGE': 100, 'TREND_UP': 34, 'LOW_VOLATILITY': 30, 'TREND_DOWN': 2}"
profitable_after_fees,B_reduced,hist_gradient,development_oof,0.5,19,11.44578313253012,21.052631578947366,0.7616443199999994,0.07616443199999993,0.03999796978207368,1.0677470401031626,0.040086543157894707,0.9671753039999998,-6.819757299999999,7.581401620000001,"{'RANGE': 15, 'LOW_VOLATILITY': 3, 'TREND_UP': 1}"
